1.3527 	WARNING 	Movie2 stim could not be imported and won't be available
43.2445 	EXP 	grating: autoDraw = False
43.2445 	EXP 	fixation: autoDraw = False
43.2445 	EXP 	grating: color = '[ 0.00079433  0.00079433  0.00079433] (rgb)'
43.2445 	EXP 	grating: pos = array([ 5.,  0.])
43.2445 	EXP 	grating: sf = array([ 8.,  8.])
43.2446 	EXP 	window1: recordFrameIntervals = False
43.4981 	EXP 	fixation: autoDraw = True
43.7517 	EXP 	grating: autoDraw = True
43.8852 	EXP 	grating: autoDraw = False
44.8464 	DATA 	Keypress: right
44.8474 	EXP 	window1: recordFrameIntervals = False
44.8596 	EXP 	grating: autoDraw = False
44.8596 	EXP 	fixation: autoDraw = False
44.8596 	EXP 	grating: color = '[ 0.03981072  0.03981072  0.03981072] (rgb)'
44.8596 	EXP 	grating: pos = array([-5.,  0.])
44.8596 	EXP 	grating: sf = array([ 8.,  8.])
44.8596 	EXP 	window1: recordFrameIntervals = False
45.1132 	EXP 	fixation: autoDraw = True
45.3668 	EXP 	grating: autoDraw = True
45.5003 	EXP 	grating: autoDraw = False
46.5014 	DATA 	Keypress: left
46.5024 	EXP 	window1: recordFrameIntervals = False
46.5146 	EXP 	grating: autoDraw = False
46.5146 	EXP 	fixation: autoDraw = False
46.5146 	EXP 	grating: color = '[ 0.00398107  0.00398107  0.00398107] (rgb)'
46.5146 	EXP 	grating: pos = array([-5.,  0.])
46.5146 	EXP 	grating: sf = array([ 2.,  2.])
46.5147 	EXP 	window1: recordFrameIntervals = False
46.7816 	EXP 	fixation: autoDraw = True
47.0218 	EXP 	grating: autoDraw = True
47.1554 	EXP 	grating: autoDraw = False
48.0097 	DATA 	Keypress: left
48.0107 	EXP 	window1: recordFrameIntervals = False
48.0229 	EXP 	grating: autoDraw = False
48.0229 	EXP 	fixation: autoDraw = False
48.0229 	EXP 	grating: color = '[ 0.00079433  0.00079433  0.00079433] (rgb)'
48.0229 	EXP 	grating: pos = array([ 5.,  0.])
48.0229 	EXP 	grating: sf = array([ 8.,  8.])
48.0229 	EXP 	window1: recordFrameIntervals = False
48.2765 	EXP 	fixation: autoDraw = True
48.5301 	EXP 	grating: autoDraw = True
48.6635 	EXP 	grating: autoDraw = False
49.7449 	DATA 	Keypress: right
49.7459 	EXP 	window1: recordFrameIntervals = False
49.7581 	EXP 	grating: autoDraw = False
49.7581 	EXP 	fixation: autoDraw = False
49.7581 	EXP 	grating: color = '[ 0.02511886  0.02511886  0.02511886] (rgb)'
49.7581 	EXP 	grating: pos = array([-5.,  0.])
49.7581 	EXP 	grating: sf = array([ 2.,  2.])
49.7581 	EXP 	window1: recordFrameIntervals = False
50.0117 	EXP 	fixation: autoDraw = True
50.2652 	EXP 	grating: autoDraw = True
50.3987 	EXP 	grating: autoDraw = False
51.6268 	DATA 	Keypress: left
51.6278 	EXP 	window1: recordFrameIntervals = False
51.6400 	EXP 	grating: autoDraw = False
51.6400 	EXP 	fixation: autoDraw = False
51.6400 	EXP 	grating: color = '[ 0.02511886  0.02511886  0.02511886] (rgb)'
51.6400 	EXP 	grating: pos = array([-5.,  0.])
51.6400 	EXP 	grating: sf = array([ 8.,  8.])
51.6401 	EXP 	window1: recordFrameIntervals = False
51.8937 	EXP 	fixation: autoDraw = True
52.1472 	EXP 	grating: autoDraw = True
52.2807 	EXP 	grating: autoDraw = False
52.9482 	DATA 	Keypress: left
52.9492 	EXP 	window1: recordFrameIntervals = False
52.9614 	EXP 	grating: autoDraw = False
52.9614 	EXP 	fixation: autoDraw = False
52.9614 	EXP 	grating: color = '[ 0.01584893  0.01584893  0.01584893] (rgb)'
52.9614 	EXP 	grating: pos = array([ 5.,  0.])
52.9614 	EXP 	grating: sf = array([ 8.,  8.])
52.9615 	EXP 	window1: recordFrameIntervals = False
53.2284 	EXP 	fixation: autoDraw = True
53.4686 	EXP 	grating: autoDraw = True
53.6021 	EXP 	grating: autoDraw = False
54.2162 	DATA 	Keypress: left
54.2173 	EXP 	window1: recordFrameIntervals = False
54.2294 	EXP 	grating: autoDraw = False
54.2294 	EXP 	fixation: autoDraw = False
54.2294 	EXP 	grating: color = '[ 0.01584893  0.01584893  0.01584893] (rgb)'
54.2294 	EXP 	grating: pos = array([ 5.,  0.])
54.2294 	EXP 	grating: sf = array([ 2.,  2.])
54.2295 	EXP 	window1: recordFrameIntervals = False
54.4830 	EXP 	fixation: autoDraw = True
54.7366 	EXP 	grating: autoDraw = True
54.8701 	EXP 	grating: autoDraw = False
55.4976 	DATA 	Keypress: right
55.4985 	EXP 	window1: recordFrameIntervals = False
55.5108 	EXP 	grating: autoDraw = False
55.5108 	EXP 	fixation: autoDraw = False
55.5108 	EXP 	grating: color = '[ 0.00079433  0.00079433  0.00079433] (rgb)'
55.5108 	EXP 	grating: pos = array([-5.,  0.])
55.5108 	EXP 	grating: sf = array([ 8.,  8.])
55.5108 	EXP 	window1: recordFrameIntervals = False
55.7777 	EXP 	fixation: autoDraw = True
56.0180 	EXP 	grating: autoDraw = True
56.1515 	EXP 	grating: autoDraw = False
57.9402 	DATA 	Keypress: right
57.9412 	EXP 	window1: recordFrameIntervals = False
57.9533 	EXP 	grating: autoDraw = False
57.9533 	EXP 	fixation: autoDraw = False
57.9533 	EXP 	grating: color = '[ 0.00316228  0.00316228  0.00316228] (rgb)'
57.9533 	EXP 	grating: pos = array([-5.,  0.])
57.9533 	EXP 	grating: sf = array([ 2.,  2.])
57.9534 	EXP 	window1: recordFrameIntervals = False
58.2203 	EXP 	fixation: autoDraw = True
58.4605 	EXP 	grating: autoDraw = True
58.5939 	EXP 	grating: autoDraw = False
59.4216 	DATA 	Keypress: left
59.4227 	EXP 	window1: recordFrameIntervals = False
59.4349 	EXP 	grating: autoDraw = False
59.4349 	EXP 	fixation: autoDraw = False
59.4349 	EXP 	grating: color = '[ 0.001  0.001  0.001] (rgb)'
59.4349 	EXP 	grating: pos = array([ 5.,  0.])
59.4349 	EXP 	grating: sf = array([ 8.,  8.])
59.4350 	EXP 	window1: recordFrameIntervals = False
59.6885 	EXP 	fixation: autoDraw = True
59.9421 	EXP 	grating: autoDraw = True
60.0755 	EXP 	grating: autoDraw = False
60.3960 	DATA 	Keypress: left
60.3971 	EXP 	window1: recordFrameIntervals = False
60.4093 	EXP 	grating: autoDraw = False
60.4093 	EXP 	fixation: autoDraw = False
60.4093 	EXP 	grating: color = '[ 0.01995262  0.01995262  0.01995262] (rgb)'
60.4093 	EXP 	grating: pos = array([-5.,  0.])
60.4093 	EXP 	grating: sf = array([ 8.,  8.])
60.4093 	EXP 	window1: recordFrameIntervals = False
60.6762 	EXP 	fixation: autoDraw = True
60.9165 	EXP 	grating: autoDraw = True
61.0499 	EXP 	grating: autoDraw = False
61.3304 	DATA 	Keypress: left
61.3314 	EXP 	window1: recordFrameIntervals = False
61.3435 	EXP 	grating: autoDraw = False
61.3435 	EXP 	fixation: autoDraw = False
61.3435 	EXP 	grating: color = '[ 0.01  0.01  0.01] (rgb)'
61.3435 	EXP 	grating: pos = array([ 5.,  0.])
61.3435 	EXP 	grating: sf = array([ 2.,  2.])
61.3436 	EXP 	window1: recordFrameIntervals = False
61.6105 	EXP 	fixation: autoDraw = True
61.8508 	EXP 	grating: autoDraw = True
61.9842 	EXP 	grating: autoDraw = False
62.4917 	DATA 	Keypress: right
62.4927 	EXP 	window1: recordFrameIntervals = False
62.5048 	EXP 	grating: autoDraw = False
62.5048 	EXP 	fixation: autoDraw = False
62.5048 	EXP 	grating: color = '[ 0.00316228  0.00316228  0.00316228] (rgb)'
62.5048 	EXP 	grating: pos = array([-5.,  0.])
62.5048 	EXP 	grating: sf = array([ 2.,  2.])
62.5048 	EXP 	window1: recordFrameIntervals = False
62.7584 	EXP 	fixation: autoDraw = True
63.0119 	EXP 	grating: autoDraw = True
63.1454 	EXP 	grating: autoDraw = False
63.3725 	DATA 	Keypress: right
63.3736 	EXP 	window1: recordFrameIntervals = False
63.3857 	EXP 	grating: autoDraw = False
63.3857 	EXP 	fixation: autoDraw = False
63.3857 	EXP 	grating: color = '[ 0.00125893  0.00125893  0.00125893] (rgb)'
63.3857 	EXP 	grating: pos = array([-5.,  0.])
63.3857 	EXP 	grating: sf = array([ 8.,  8.])
63.3858 	EXP 	window1: recordFrameIntervals = False
63.6527 	EXP 	fixation: autoDraw = True
63.8928 	EXP 	grating: autoDraw = True
64.0264 	EXP 	grating: autoDraw = False
64.4136 	DATA 	Keypress: right
64.4146 	EXP 	window1: recordFrameIntervals = False
64.4268 	EXP 	grating: autoDraw = False
64.4268 	EXP 	fixation: autoDraw = False
64.4268 	EXP 	grating: color = '[ 0.00398107  0.00398107  0.00398107] (rgb)'
64.4268 	EXP 	grating: pos = array([ 5.,  0.])
64.4268 	EXP 	grating: sf = array([ 2.,  2.])
64.4268 	EXP 	window1: recordFrameIntervals = False
64.6804 	EXP 	fixation: autoDraw = True
64.9340 	EXP 	grating: autoDraw = True
65.0675 	EXP 	grating: autoDraw = False
65.5614 	DATA 	Keypress: right
65.5624 	EXP 	window1: recordFrameIntervals = False
65.5747 	EXP 	grating: autoDraw = False
65.5747 	EXP 	fixation: autoDraw = False
65.5747 	EXP 	grating: color = '[ 0.01995262  0.01995262  0.01995262] (rgb)'
65.5747 	EXP 	grating: pos = array([-5.,  0.])
65.5747 	EXP 	grating: sf = array([ 8.,  8.])
65.5747 	EXP 	window1: recordFrameIntervals = False
65.8416 	EXP 	fixation: autoDraw = True
66.0819 	EXP 	grating: autoDraw = True
66.2153 	EXP 	grating: autoDraw = False
66.8561 	DATA 	Keypress: left
66.8571 	EXP 	window1: recordFrameIntervals = False
66.8693 	EXP 	grating: autoDraw = False
66.8693 	EXP 	fixation: autoDraw = False
66.8693 	EXP 	grating: color = '[ 0.00630957  0.00630957  0.00630957] (rgb)'
66.8693 	EXP 	grating: pos = array([ 5.,  0.])
66.8693 	EXP 	grating: sf = array([ 2.,  2.])
66.8694 	EXP 	window1: recordFrameIntervals = False
67.1363 	EXP 	fixation: autoDraw = True
67.3766 	EXP 	grating: autoDraw = True
67.5100 	EXP 	grating: autoDraw = False
67.6303 	DATA 	Keypress: left
67.6314 	EXP 	window1: recordFrameIntervals = False
67.6435 	EXP 	grating: autoDraw = False
67.6435 	EXP 	fixation: autoDraw = False
67.6435 	EXP 	grating: color = '[ 0.00398107  0.00398107  0.00398107] (rgb)'
67.6435 	EXP 	grating: pos = array([-5.,  0.])
67.6435 	EXP 	grating: sf = array([ 2.,  2.])
67.6436 	EXP 	window1: recordFrameIntervals = False
67.8971 	EXP 	fixation: autoDraw = True
68.1507 	EXP 	grating: autoDraw = True
68.2842 	EXP 	grating: autoDraw = False
68.4846 	DATA 	Keypress: left
68.4861 	EXP 	window1: recordFrameIntervals = False
68.4977 	EXP 	grating: autoDraw = False
68.4977 	EXP 	fixation: autoDraw = False
68.4977 	EXP 	grating: color = '[ 0.01995262  0.01995262  0.01995262] (rgb)'
68.4977 	EXP 	grating: pos = array([-5.,  0.])
68.4977 	EXP 	grating: sf = array([ 8.,  8.])
68.4978 	EXP 	window1: recordFrameIntervals = False
68.7647 	EXP 	fixation: autoDraw = True
69.0050 	EXP 	grating: autoDraw = True
69.1384 	EXP 	grating: autoDraw = False
69.4856 	DATA 	Keypress: right
69.4866 	EXP 	window1: recordFrameIntervals = False
69.4988 	EXP 	grating: autoDraw = False
69.4988 	EXP 	fixation: autoDraw = False
