1.4141 	WARNING 	Movie2 stim could not be imported and won't be available
66.4350 	DATA 	Keypress: up
66.4478 	EXP 	fixation: autoDraw = False
66.4478 	EXP 	gabor: autoDraw = False
66.4478 	EXP 	gabor: color = '[ 0.39810717  0.39810717  0.39810717] (rgb)'
66.4478 	EXP 	fixation: autoDraw = True
66.9554 	EXP 	gabor: autoDraw = True
67.3160 	DATA 	Keypress: up
67.3291 	EXP 	fixation: autoDraw = False
67.3291 	EXP 	gabor: autoDraw = False
67.3291 	EXP 	gabor: color = '[ 0.39810717  0.39810717  0.39810717] (rgb)'
67.3291 	EXP 	fixation: autoDraw = True
67.8363 	EXP 	gabor: autoDraw = True
68.1167 	DATA 	Keypress: up
68.1299 	EXP 	fixation: autoDraw = False
68.1299 	EXP 	gabor: autoDraw = False
68.1299 	EXP 	gabor: color = '[ 0.39810717  0.39810717  0.39810717] (rgb)'
68.1299 	EXP 	fixation: autoDraw = True
68.6371 	EXP 	gabor: autoDraw = True
68.8909 	DATA 	Keypress: up
68.9040 	EXP 	fixation: autoDraw = False
68.9040 	EXP 	gabor: autoDraw = False
68.9040 	EXP 	gabor: color = '[ 0.15848932  0.15848932  0.15848932] (rgb)'
68.9040 	EXP 	fixation: autoDraw = True
69.4113 	EXP 	gabor: autoDraw = True
69.7852 	DATA 	Keypress: up
69.7983 	EXP 	fixation: autoDraw = False
69.7983 	EXP 	gabor: autoDraw = False
69.7983 	EXP 	gabor: color = '[ 0.15848932  0.15848932  0.15848932] (rgb)'
69.7983 	EXP 	fixation: autoDraw = True
70.3055 	EXP 	gabor: autoDraw = True
70.5460 	DATA 	Keypress: up
70.5591 	EXP 	fixation: autoDraw = False
70.5591 	EXP 	gabor: autoDraw = False
70.5591 	EXP 	gabor: color = '[ 0.15848932  0.15848932  0.15848932] (rgb)'
70.5591 	EXP 	fixation: autoDraw = True
71.0664 	EXP 	gabor: autoDraw = True
71.3603 	DATA 	Keypress: up
71.3733 	EXP 	fixation: autoDraw = False
71.3733 	EXP 	gabor: autoDraw = False
71.3733 	EXP 	gabor: color = '[ 0.06309573  0.06309573  0.06309573] (rgb)'
71.3733 	EXP 	fixation: autoDraw = True
71.8805 	EXP 	gabor: autoDraw = True
72.2944 	DATA 	Keypress: up
72.3077 	EXP 	fixation: autoDraw = False
72.3077 	EXP 	gabor: autoDraw = False
72.3077 	EXP 	gabor: color = '[ 0.06309573  0.06309573  0.06309573] (rgb)'
