1.5108 	WARNING 	Movie2 stim could not be imported and won't be available
91.9569 	EXP 	gabor: color = '[ 0.01990536  0.01990536  0.01990536] (rgb)'
91.9569 	EXP 	fixation: autoDraw = True
92.4641 	EXP 	gabor: autoDraw = True
92.6111 	DATA 	Keypress: up
92.6242 	EXP 	fixation: autoDraw = False
92.6242 	EXP 	gabor: autoDraw = False
92.6242 	EXP 	gabor: color = '[ 0.01990536  0.01990536  0.01990536] (rgb)'
92.6242 	EXP 	fixation: autoDraw = True
93.1314 	EXP 	gabor: autoDraw = True
93.1851 	DATA 	Keypress: up
93.1982 	EXP 	fixation: autoDraw = False
93.1982 	EXP 	gabor: autoDraw = False
93.1982 	EXP 	gabor: color = '[ 0.01990536  0.01990536  0.01990536] (rgb)'
93.1982 	EXP 	fixation: autoDraw = True
93.7056 	EXP 	gabor: autoDraw = True
94.1992 	EXP 	fixation: autoDraw = False
94.1992 	EXP 	gabor: autoDraw = False
94.1994 	DATA 	Keypress: up
94.2126 	EXP 	fixation: autoDraw = False
94.2126 	EXP 	gabor: autoDraw = False
94.2126 	EXP 	gabor: color = '[ 0.01255943  0.01255943  0.01255943] (rgb)'
94.2126 	EXP 	fixation: autoDraw = True
94.7198 	EXP 	gabor: autoDraw = True
95.1472 	DATA 	Keypress: up
95.1603 	EXP 	fixation: autoDraw = False
95.1603 	EXP 	gabor: autoDraw = False
95.1603 	EXP 	gabor: color = '[ 0.01255943  0.01255943  0.01255943] (rgb)'
95.1603 	EXP 	fixation: autoDraw = True
95.6674 	EXP 	gabor: autoDraw = True
96.1613 	EXP 	fixation: autoDraw = False
96.1613 	EXP 	gabor: autoDraw = False
96.2415 	DATA 	Keypress: up
96.2547 	EXP 	fixation: autoDraw = False
96.2547 	EXP 	gabor: autoDraw = False
96.2547 	EXP 	gabor: color = '[ 0.01255943  0.01255943  0.01255943] (rgb)'
96.2547 	EXP 	fixation: autoDraw = True
96.7619 	EXP 	gabor: autoDraw = True
97.2558 	EXP 	fixation: autoDraw = False
97.2558 	EXP 	gabor: autoDraw = False
97.2559 	DATA 	Keypress: up
97.2691 	EXP 	fixation: autoDraw = False
97.2691 	EXP 	gabor: autoDraw = False
97.2691 	EXP 	gabor: color = '[ 0.00792447  0.00792447  0.00792447] (rgb)'
97.2691 	EXP 	fixation: autoDraw = True
97.7097 	DATA 	Keypress: up
97.7763 	EXP 	gabor: autoDraw = True
98.2702 	EXP 	fixation: autoDraw = False
98.2702 	EXP 	gabor: autoDraw = False
98.4572 	DATA 	Keypress: up
